Trade_ID,Trade_Date,Symbol,Sector,Strategy,Market_Condition,Entry_Price,Exit_Price,Quantity,Profit,Emotion,Mistake,Stop_Loss,Target,Risk_Amount,Reward_Amount,Risk_Reward_Ratio,Confidence_Level,Trade_Followed_Plan,Win_Loss,Return_Percentage,Entry_Time,Trade_Duration_Minutes,Exit_Time
408,2025-10-31,TCS,IT,RSI,Bearish,4442,4496.3,94,5104.2,Confidence,No Mistake,4351.88,4543.08,90.12,101.08,1.12,Low,No,Win,1.22,14:34,70,15:44
409,2026-02-06,HDFCBANK,Banking,MACD,Bearish,2092,2045.26,75,-3505.5,Fear,Early Exit,2045.72,2140.06,46.28,48.06,1.04,Medium,Yes,Loss,-2.23,11:44,147,14:11
410,2025-09-01,HDFCBANK,Banking,BREAKOUT,Bullish,3041,3080.68,36,1428.48,Confidence,No Mistake,2982.91,3155.51,58.09,114.51,1.97,Medium,Yes,Win,1.3,14:59,44,15:43
411,2025-12-08,INFY,IT,MACD,Bullish,2818,2887.43,71,4929.53,Fear,No Mistake,2741.9,2895.74,76.1,77.74,1.02,Low,Yes,Win,2.46,09:38,141,11:59
412,2025-12-05,RELIANCE,Energy,MACD,Volatile,3258,3198.78,15,-888.3,Confidence,Late Entry,3204.81,3351.06,53.19,93.06,1.75,Low,Yes,Loss,-1.82,12:59,162,15:41
413,2025-08-06,ICICIBANK,Banking,BREAKOUT,sideways,3575,3727.03,46,6993.38,Greed,Overtrading,3490.64,3663.17,84.36,88.17,1.05,High,Yes,Win,4.25,10:30,212,14:02
414,2025-11-20,ICICIBANK,Banking,RSI,Bearish,2374,2295.74,43,-3365.18,Confidence,No Mistake,2345.56,2422.28,28.44,48.28,1.7,Medium,Yes,Loss,-3.3,14:46,90,16:16
415,2025-11-25,ICICIBANK,Banking,RSI,Volatile,3910,4101.19,95,18163.05,Fear,Early Exit,3825.39,4023.14,84.61,113.14,1.34,Low,Yes,Win,4.89,12:31,97,14:08
416,2026-01-07,INFY,IT,BREAKOUT,Volatile,2333,2217.43,34,-3929.38,Greed,No Mistake,2298.43,2463.58,34.57,130.58,3.78,Medium,Yes,Loss,-4.95,10:38,133,12:51
417,2025-10-17,RELIANCE,Energy,RSI,Bullish,1411,1342.77,54,-3684.42,Confidence,No Mistake,1369.11,1451.08,41.89,40.08,0.96,High,Yes,Loss,-4.84,09:59,131,12:10
418,2025-07-05,RELIANCE,Energy,MACD,Volatile,1730,1723.87,83,-508.79,Greed,Overtrading,1685.49,1773.74,44.51,43.74,0.98,High,Yes,Loss,-0.35,11:58,206,15:24
419,2026-01-10,INFY,IT,RSI,Bearish,4963,4750.72,66,-14010.48,Fear,Early Exit,4853.6,5222.78,109.4,259.78,2.37,High,No,Loss,-4.28,11:48,156,14:24
420,2026-01-24,TCS,IT,BREAKOUT,Bullish,3439,3444.92,99,586.08,Greed,Overtrading,3394.02,3613.9,44.98,174.9,3.89,Low,Yes,Win,0.17,11:27,94,13:01
421,2026-03-27,ICICIBANK,Banking,MACD,Bearish,2265,2172.27,88,-8160.24,Greed,Overtrading,2207.97,2362.06,57.03,97.06,1.7,High,Yes,Loss,-4.09,11:59,39,12:38
422,2026-01-01,HDFCBANK,Banking,MACD,Bullish,4680,4554.71,27,-3382.83,Fear,No Mistake,4570.89,4942.78,109.11,262.78,2.41,Medium,No,Loss,-2.68,11:10,202,14:32
423,2025-07-31,ICICIBANK,Banking,RSI,sideways,2859,2855.38,18,-65.16,Greed,No Mistake,2777.36,2933.93,81.64,74.93,0.92,Medium,Yes,Loss,-0.13,12:31,184,15:35
424,2026-04-11,ICICIBANK,Banking,MACD,Volatile,4561,4454.46,74,-7883.96,Confidence,No Mistake,4463.7,4673.36,97.3,112.36,1.15,Low,Yes,Loss,-2.34,11:33,74,12:47
425,2025-07-22,HDFCBANK,Banking,BREAKOUT,Bullish,2621,2529.41,93,-8517.87,Greed,Overtrading,2568.96,2774.18,52.04,153.18,2.94,High,Yes,Loss,-3.49,13:41,129,15:50
426,2026-04-12,TCS,IT,BREAKOUT,Bearish,3167,3121.0,39,-1794.0,Greed,Overtrading,3096.7,3232.09,70.3,65.09,0.93,Medium,Yes,Loss,-1.45,13:23,12,13:35
427,2026-03-08,TCS,IT,MACD,sideways,1147,1115.36,82,-2594.48,Confidence,Late Entry,1132.88,1180.64,14.12,33.64,2.38,Medium,Yes,Loss,-2.76,09:33,158,12:11
428,2026-04-12,INFY,IT,BREAKOUT,Volatile,1266,1313.78,37,1767.86,Greed,No Mistake,1251.73,1309.83,14.27,43.83,3.07,High,Yes,Win,3.77,13:17,21,13:38
429,2025-08-10,ICICIBANK,Banking,RSI,Bearish,4813,4926.97,14,1595.58,Greed,No Mistake,4724.18,5076.16,88.82,263.16,2.96,Medium,Yes,Win,2.37,14:27,229,18:16
430,2026-05-22,ICICIBANK,Banking,RSI,sideways,2642,2516.72,58,-7266.24,Fear,Early Exit,2599.71,2799.25,42.29,157.25,3.72,Medium,Yes,Loss,-4.74,09:49,52,10:41
431,2025-07-09,ICICIBANK,Banking,MACD,sideways,3468,3477.32,54,503.28,Greed,No Mistake,3405.77,3674.69,62.23,206.69,3.32,High,Yes,Win,0.27,09:20,163,12:03
432,2026-03-26,HDFCBANK,Banking,RSI,Volatile,4115,4122.88,30,236.4,Confidence,No Mistake,4043.86,4203.75,71.14,88.75,1.25,Medium,Yes,Win,0.19,14:59,200,18:19
433,2025-09-14,HDFCBANK,Banking,MACD,Bullish,1681,1735.81,75,4110.75,Fear,Early Exit,1658.24,1775.37,22.76,94.37,4.15,High,No,Win,3.26,10:13,163,12:56
434,2026-04-12,ICICIBANK,Banking,RSI,Volatile,2491,2601.45,79,8725.55,Greed,No Mistake,2438.38,2588.76,52.62,97.76,1.86,Low,Yes,Win,4.43,11:37,66,12:43
435,2025-07-24,RELIANCE,Energy,RSI,Volatile,4770,4829.92,53,3175.76,Greed,Overtrading,4667.19,4918.45,102.81,148.45,1.44,Medium,Yes,Win,1.26,11:05,134,13:19
436,2025-09-21,TCS,IT,MACD,sideways,1093,1117.45,10,244.5,Greed,Overtrading,1061.51,1118.05,31.49,25.05,0.8,Low,No,Win,2.24,12:06,104,13:50
437,2025-10-09,INFY,IT,BREAKOUT,Bearish,3247,3267.95,79,1655.05,Confidence,No Mistake,3197.89,3439.98,49.11,192.98,3.93,High,Yes,Win,0.65,10:22,141,12:43
438,2025-12-13,ICICIBANK,Banking,BREAKOUT,Bearish,2286,2200.89,78,-6638.58,Fear,No Mistake,2222.54,2400.02,63.46,114.02,1.8,High,Yes,Loss,-3.72,10:34,8,10:42
439,2026-03-16,INFY,IT,MACD,sideways,2152,2188.73,10,367.3,Greed,Overtrading,2120.21,2254.29,31.79,102.29,3.22,Medium,Yes,Win,1.71,13:24,73,14:37
440,2026-03-22,INFY,IT,BREAKOUT,Bullish,2032,2095.46,17,1078.82,Greed,Overtrading,2009.61,2090.22,22.39,58.22,2.6,Low,Yes,Win,3.12,12:45,141,15:06
441,2025-12-29,INFY,IT,BREAKOUT,sideways,1533,1601.01,60,4080.6,Confidence,No Mistake,1501.56,1579.88,31.44,46.88,1.49,Medium,Yes,Win,4.44,13:52,69,15:01
442,2025-12-10,ICICIBANK,Banking,RSI,Bearish,4758,4545.33,27,-5742.09,Confidence,No Mistake,4695.39,4904.56,62.61,146.56,2.34,High,Yes,Loss,-4.47,09:21,48,10:09
443,2026-03-11,TCS,IT,RSI,Bearish,2561,2471.87,87,-7754.31,Fear,Early Exit,2505.07,2619.62,55.93,58.62,1.05,Medium,Yes,Loss,-3.48,09:22,31,09:53
444,2025-10-23,TCS,IT,BREAKOUT,sideways,4838,4928.84,21,1907.64,Confidence,No Mistake,4773.79,5028.36,64.21,190.36,2.96,Medium,Yes,Win,1.88,10:39,21,11:00
445,2026-02-01,TCS,IT,RSI,Bullish,1272,1323.12,91,4651.92,Confidence,No Mistake,1241.62,1324.08,30.38,52.08,1.71,High,No,Win,4.02,14:02,23,14:25
446,2026-02-23,HDFCBANK,Banking,MACD,Bearish,2872,2858.5,24,-324.0,Greed,Overtrading,2840.49,2955.69,31.51,83.69,2.66,Medium,Yes,Loss,-0.47,10:35,180,13:35
447,2025-10-22,ICICIBANK,Banking,BREAKOUT,sideways,1220,1235.15,77,1166.55,Greed,No Mistake,1204.5,1267.47,15.5,47.47,3.06,Medium,Yes,Win,1.24,09:27,17,09:44
448,2026-01-13,TCS,IT,BREAKOUT,Bullish,2317,2402.59,65,5563.35,Fear,Early Exit,2278.91,2450.06,38.09,133.06,3.49,Medium,Yes,Win,3.69,11:55,101,13:36
449,2025-10-31,RELIANCE,Energy,MACD,sideways,2520,2499.14,18,-375.48,Greed,Overtrading,2493.72,2612.65,26.28,92.65,3.53,High,Yes,Loss,-0.83,10:33,175,13:28
450,2025-06-09,RELIANCE,Energy,MACD,sideways,1557,1627.24,79,5548.96,Greed,Overtrading,1539.19,1619.93,17.81,62.93,3.53,High,No,Win,4.51,13:17,133,15:30
451,2026-03-16,ICICIBANK,Banking,MACD,sideways,4486,4604.13,94,11104.22,Greed,Overtrading,4388.0,4625.4,98.0,139.4,1.42,Medium,Yes,Win,2.63,10:14,57,11:11
452,2025-12-11,HDFCBANK,Banking,BREAKOUT,sideways,2777,2649.27,90,-11495.7,Fear,Early Exit,2717.53,2836.9,59.47,59.9,1.01,High,Yes,Loss,-4.6,14:00,32,14:32
453,2025-06-19,INFY,IT,MACD,Volatile,3724,3603.79,20,-2404.2,Confidence,No Mistake,3655.14,3831.64,68.86,107.64,1.56,High,Yes,Loss,-3.23,11:17,166,14:03
454,2025-09-15,HDFCBANK,Banking,BREAKOUT,Bullish,3452,3581.53,15,1942.95,Confidence,No Mistake,3350.81,3587.24,101.19,135.24,1.34,Medium,Yes,Win,3.75,12:23,182,15:25
455,2026-01-19,RELIANCE,Energy,MACD,Bullish,1847,1858.21,95,1064.95,Greed,No Mistake,1825.99,1926.92,21.01,79.92,3.8,Low,Yes,Win,0.61,12:19,237,16:16
456,2025-09-18,INFY,IT,MACD,Bullish,3187,3258.68,95,6809.6,Fear,Early Exit,3107.56,3339.33,79.44,152.33,1.92,Medium,No,Win,2.25,09:33,170,12:23
457,2026-05-09,INFY,IT,RSI,Bearish,2209,2157.61,49,-2518.11,Greed,Overtrading,2154.89,2335.67,54.11,126.67,2.34,High,No,Loss,-2.33,11:17,47,12:04
458,2025-11-07,HDFCBANK,Banking,MACD,Bullish,3045,3074.06,54,1569.24,Confidence,No Mistake,2990.62,3225.9,54.38,180.9,3.33,Medium,Yes,Win,0.95,11:29,105,13:14
459,2026-03-06,TCS,IT,RSI,Bearish,2223,2323.15,53,5307.95,Greed,Overtrading,2165.18,2342.82,57.82,119.82,2.07,High,Yes,Win,4.51,13:51,130,16:01
460,2025-11-20,TCS,IT,MACD,Bearish,2800,2786.08,35,-487.2,Greed,No Mistake,2722.42,2959.74,77.58,159.74,2.06,Medium,Yes,Loss,-0.5,09:45,109,11:34
461,2026-02-05,ICICIBANK,Banking,BREAKOUT,Volatile,1622,1638.18,51,825.18,Greed,Overtrading,1602.15,1708.42,19.85,86.42,4.35,Medium,Yes,Win,1.0,13:07,16,13:23
462,2025-08-17,RELIANCE,Energy,MACD,Bullish,2148,2120.26,92,-2552.08,Greed,Overtrading,2118.08,2237.98,29.92,89.98,3.01,Medium,No,Loss,-1.29,10:25,32,10:57
463,2025-08-20,HDFCBANK,Banking,MACD,Bullish,4107,4218.71,97,10835.87,Greed,No Mistake,4059.39,4267.55,47.61,160.55,3.37,High,Yes,Win,2.72,14:56,52,15:48
464,2026-03-19,RELIANCE,Energy,MACD,Bearish,1046,1062.92,52,879.84,Greed,Overtrading,1033.25,1096.02,12.75,50.02,3.92,High,Yes,Win,1.62,11:08,18,11:26
465,2026-01-19,TCS,IT,BREAKOUT,Bearish,3226,3277.56,38,1959.28,Greed,Overtrading,3175.25,3291.64,50.75,65.64,1.29,Medium,Yes,Win,1.6,13:32,171,16:23
466,2026-01-14,RELIANCE,Energy,RSI,sideways,4121,4218.19,70,6803.3,Confidence,Late Entry,4070.94,4303.78,50.06,182.78,3.65,Medium,No,Win,2.36,11:05,119,13:04
467,2025-12-03,RELIANCE,Energy,BREAKOUT,Volatile,2854,2812.11,38,-1591.82,Confidence,Late Entry,2775.45,2937.63,78.55,83.63,1.06,Medium,Yes,Loss,-1.47,10:21,156,12:57
468,2025-11-20,TCS,IT,RSI,Bearish,3621,3545.89,51,-3830.61,Confidence,No Mistake,3530.76,3707.4,90.24,86.4,0.96,Medium,Yes,Loss,-2.07,11:12,111,13:03
469,2026-03-01,INFY,IT,MACD,sideways,4274,4176.28,43,-4201.96,Fear,Early Exit,4193.07,4511.35,80.93,237.35,2.93,High,Yes,Loss,-2.29,11:51,202,15:13
470,2025-11-01,HDFCBANK,Banking,RSI,Bullish,3783,3778.24,58,-276.08,Greed,Overtrading,3739.54,3962.74,43.46,179.74,4.14,High,Yes,Loss,-0.13,12:18,33,12:51
471,2025-10-09,TCS,IT,RSI,Bearish,2113,2161.52,46,2231.92,Fear,Early Exit,2086.63,2187.93,26.37,74.93,2.84,Low,No,Win,2.3,13:17,12,13:29
472,2025-10-27,RELIANCE,Energy,BREAKOUT,Bearish,4445,4569.37,44,5472.28,Greed,No Mistake,4346.41,4659.95,98.59,214.95,2.18,High,Yes,Win,2.8,09:55,84,11:19
473,2025-07-02,INFY,IT,MACD,Volatile,4065,3946.74,96,-11352.96,Greed,Overtrading,3989.66,4210.26,75.34,145.26,1.93,High,No,Loss,-2.91,13:53,197,17:10
474,2026-06-03,INFY,IT,MACD,Volatile,1511,1484.04,58,-1563.68,Fear,No Mistake,1466.02,1599.84,44.98,88.84,1.98,Low,Yes,Loss,-1.78,14:41,170,17:31
475,2025-09-10,RELIANCE,Energy,RSI,Bullish,1292,1285.28,44,-295.68,Greed,No Mistake,1264.83,1332.66,27.17,40.66,1.5,Medium,Yes,Loss,-0.52,09:40,11,09:51
476,2025-12-17,HDFCBANK,Banking,BREAKOUT,sideways,3883,3743.88,59,-8208.08,Greed,No Mistake,3802.64,4046.19,80.36,163.19,2.03,Medium,Yes,Loss,-3.58,10:26,54,11:20
477,2025-12-20,RELIANCE,Energy,RSI,Bullish,1049,1013.53,96,-3405.12,Confidence,No Mistake,1019.3,1074.02,29.7,25.02,0.84,Low,Yes,Loss,-3.38,13:40,40,14:20
478,2025-09-05,ICICIBANK,Banking,BREAKOUT,sideways,2004,1949.02,91,-5003.18,Fear,Early Exit,1957.01,2058.84,46.99,54.84,1.17,Low,Yes,Loss,-2.74,10:02,42,10:44
479,2026-04-25,ICICIBANK,Banking,BREAKOUT,Volatile,3762,3590.1,67,-11517.3,Fear,No Mistake,3660.74,3911.8,101.26,149.8,1.48,High,Yes,Loss,-4.57,13:56,70,15:06
480,2025-08-16,ICICIBANK,Banking,BREAKOUT,Bullish,2521,2413.98,52,-5565.04,Confidence,No Mistake,2495.49,2613.07,25.51,92.07,3.61,High,No,Loss,-4.25,10:04,117,12:01
481,2025-09-08,TCS,IT,MACD,Bullish,1186,1176.28,89,-865.08,Greed,Overtrading,1162.73,1219.2,23.27,33.2,1.43,Medium,Yes,Loss,-0.82,13:48,223,17:31
482,2025-08-08,HDFCBANK,Banking,RSI,Volatile,2787,2794.44,14,104.16,Confidence,No Mistake,2737.5,2867.07,49.5,80.07,1.62,Medium,Yes,Win,0.27,13:17,113,15:10
483,2026-01-06,TCS,IT,MACD,Bullish,4005,4032.1,91,2466.1,Fear,No Mistake,3946.67,4096.41,58.33,91.41,1.57,Medium,Yes,Win,0.68,09:02,22,09:24
484,2025-09-15,HDFCBANK,Banking,RSI,Volatile,4255,4289.14,18,614.52,Fear,No Mistake,4176.0,4498.79,79.0,243.79,3.09,Medium,Yes,Win,0.8,09:45,94,11:19
485,2025-07-24,HDFCBANK,Banking,MACD,Bullish,3700,3687.79,30,-366.3,Greed,No Mistake,3602.76,3901.91,97.24,201.91,2.08,Medium,Yes,Loss,-0.33,13:32,10,13:42
486,2026-01-05,INFY,IT,MACD,sideways,3388,3322.91,98,-6378.82,Greed,No Mistake,3287.14,3496.31,100.86,108.31,1.07,Medium,No,Loss,-1.92,11:48,173,14:41
487,2026-01-17,INFY,IT,RSI,Volatile,2073,2007.83,97,-6321.49,Greed,No Mistake,2012.43,2126.58,60.57,53.58,0.88,Medium,Yes,Loss,-3.14,11:35,98,13:13
488,2025-11-13,RELIANCE,Energy,MACD,Bearish,3477,3467.83,76,-696.92,Fear,No Mistake,3408.45,3670.27,68.55,193.27,2.82,Low,Yes,Loss,-0.26,14:10,22,14:32
489,2025-07-12,TCS,IT,MACD,Bullish,1911,1866.36,23,-1026.72,Greed,Overtrading,1879.84,2015.33,31.16,104.33,3.35,Medium,Yes,Loss,-2.34,09:10,165,11:55
490,2026-02-09,HDFCBANK,Banking,BREAKOUT,sideways,3869,3951.2,19,1561.8,Greed,Overtrading,3803.84,3956.11,65.16,87.11,1.34,Medium,Yes,Win,2.12,13:40,150,16:10
491,2025-11-03,HDFCBANK,Banking,RSI,sideways,1565,1562.42,89,-229.62,Greed,No Mistake,1547.29,1657.89,17.71,92.89,5.25,Low,Yes,Loss,-0.16,09:15,154,11:49
492,2025-08-06,ICICIBANK,Banking,RSI,sideways,4179,4072.49,69,-7349.19,Confidence,No Mistake,4132.46,4422.11,46.54,243.11,5.22,Medium,Yes,Loss,-2.55,13:24,146,15:50
493,2026-03-29,INFY,IT,RSI,Bearish,3305,3216.07,88,-7825.84,Greed,Overtrading,3252.25,3416.18,52.75,111.18,2.11,Medium,Yes,Loss,-2.69,14:53,8,15:01
494,2025-08-21,TCS,IT,BREAKOUT,sideways,4628,4457.56,30,-5113.2,Greed,Overtrading,4557.21,4825.74,70.79,197.74,2.79,Medium,Yes,Loss,-3.68,14:08,26,14:34
495,2026-02-04,TCS,IT,BREAKOUT,Bearish,4945,5031.58,78,6753.24,Fear,Early Exit,4863.31,5143.42,81.69,198.42,2.43,High,Yes,Win,1.75,11:20,98,12:58
496,2025-07-30,TCS,IT,BREAKOUT,Bearish,3794,3628.66,69,-11408.46,Greed,Overtrading,3693.45,3901.9,100.55,107.9,1.07,Medium,Yes,Loss,-4.36,10:55,44,11:39
497,2025-07-30,RELIANCE,Energy,MACD,sideways,3325,3342.62,78,1374.36,Greed,Overtrading,3271.37,3422.47,53.63,97.47,1.82,High,Yes,Win,0.53,10:55,220,14:35
498,2025-06-23,HDFCBANK,Banking,MACD,sideways,1085,1107.28,93,2072.04,Fear,Early Exit,1060.41,1147.35,24.59,62.35,2.54,High,No,Win,2.05,10:55,195,14:10
499,2026-02-18,ICICIBANK,Banking,BREAKOUT,Bullish,1661,1739.63,16,1258.08,Confidence,No Mistake,1625.48,1696.68,35.52,35.68,1.0,Medium,Yes,Win,4.73,13:29,200,16:49
500,2025-12-08,HDFCBANK,Banking,RSI,Bullish,4302,4400.0,96,9408.0,Confidence,Late Entry,4187.84,4423.63,114.16,121.63,1.07,Medium,Yes,Win,2.28,09:45,159,12:24
501,2025-11-15,HDFCBANK,Banking,RSI,Bullish,4218,4261.62,29,1264.98,Fear,No Mistake,4094.41,4327.0,123.59,109.0,0.88,Medium,Yes,Win,1.03,11:59,177,14:56
502,2026-02-09,TCS,IT,MACD,Volatile,1621,1549.11,51,-3666.39,Greed,No Mistake,1585.55,1683.42,35.45,62.42,1.76,Medium,Yes,Loss,-4.43,14:28,209,17:57
503,2026-04-30,RELIANCE,Energy,RSI,Bullish,3210,3195.63,96,-1379.52,Confidence,Late Entry,3164.85,3327.64,45.15,117.64,2.61,Medium,Yes,Loss,-0.45,09:55,165,12:40
504,2026-01-06,TCS,IT,MACD,Volatile,4707,4832.91,21,2644.11,Confidence,No Mistake,4626.99,4977.74,80.01,270.74,3.38,Low,Yes,Win,2.67,10:49,117,12:46
505,2026-05-09,HDFCBANK,Banking,RSI,Bearish,4137,4144.58,76,576.08,Fear,Early Exit,4092.05,4381.98,44.95,244.98,5.45,Low,Yes,Win,0.18,09:41,224,13:25
506,2025-10-28,INFY,IT,BREAKOUT,Bearish,1773,1848.38,59,4447.42,Fear,Early Exit,1734.31,1860.53,38.69,87.53,2.26,Medium,No,Win,4.25,12:55,211,16:26
507,2025-11-22,RELIANCE,Energy,BREAKOUT,Bullish,3351,3474.81,51,6314.31,Confidence,No Mistake,3274.42,3496.44,76.58,145.44,1.9,Low,Yes,Win,3.69,10:41,155,13:16
508,2025-09-28,ICICIBANK,Banking,RSI,Bearish,4541,4745.45,82,16764.9,Greed,Overtrading,4448.52,4641.34,92.48,100.34,1.08,High,Yes,Win,4.5,14:42,184,17:46
509,2025-11-11,ICICIBANK,Banking,MACD,Bullish,4043,3962.33,74,-5969.58,Greed,No Mistake,3996.7,4165.45,46.3,122.45,2.64,Low,Yes,Loss,-2.0,10:10,199,13:29
510,2026-03-26,TCS,IT,BREAKOUT,Volatile,1680,1649.06,55,-1701.7,Fear,Early Exit,1636.29,1763.82,43.71,83.82,1.92,High,Yes,Loss,-1.84,09:19,177,12:16
511,2025-12-28,TCS,IT,RSI,sideways,2072,2064.23,83,-644.91,Fear,Early Exit,2028.4,2142.33,43.6,70.33,1.61,High,No,Loss,-0.37,10:05,169,12:54
512,2026-01-01,HDFCBANK,Banking,MACD,Bullish,2863,2837.03,23,-597.31,Greed,Overtrading,2787.22,3001.22,75.78,138.22,1.82,Medium,Yes,Loss,-0.91,09:50,144,12:14
513,2025-10-23,HDFCBANK,Banking,MACD,Bearish,1262,1297.65,53,1889.45,Fear,No Mistake,1248.47,1299.09,13.53,37.09,2.74,Medium,Yes,Win,2.82,14:06,167,16:53
514,2026-01-02,HDFCBANK,Banking,BREAKOUT,Bullish,4785,4868.43,88,7341.84,Fear,No Mistake,4676.13,4893.97,108.87,108.97,1.0,Medium,Yes,Win,1.74,13:13,138,15:31
515,2025-10-08,TCS,IT,RSI,Bearish,2495,2433.12,48,-2970.24,Confidence,No Mistake,2469.86,2569.44,25.14,74.44,2.96,Low,Yes,Loss,-2.48,14:28,44,15:12
516,2026-06-05,ICICIBANK,Banking,MACD,Volatile,4438,4461.1,10,231.0,Greed,Overtrading,4387.35,4565.88,50.65,127.88,2.52,High,Yes,Win,0.52,10:55,99,12:34
517,2025-07-23,TCS,IT,BREAKOUT,sideways,3492,3378.47,52,-5903.56,Confidence,Late Entry,3394.63,3651.69,97.37,159.69,1.64,High,Yes,Loss,-3.25,09:45,220,13:25
518,2025-09-09,ICICIBANK,Banking,RSI,Bearish,3860,4004.89,23,3332.47,Fear,Early Exit,3805.6,4026.6,54.4,166.6,3.06,Medium,Yes,Win,3.75,10:25,128,12:33
519,2025-11-04,HDFCBANK,Banking,RSI,sideways,2681,2642.48,26,-1001.52,Fear,Early Exit,2615.15,2737.88,65.85,56.88,0.86,Medium,No,Loss,-1.44,11:02,177,13:59
520,2026-01-15,INFY,IT,MACD,sideways,2700,2641.32,13,-762.84,Fear,Early Exit,2641.96,2858.71,58.04,158.71,2.73,High,Yes,Loss,-2.17,09:04,93,10:37
521,2026-03-26,HDFCBANK,Banking,MACD,Bearish,2954,2896.49,85,-4888.35,Fear,Early Exit,2895.74,3112.84,58.26,158.84,2.73,Low,Yes,Loss,-1.95,11:29,221,15:10
522,2025-07-11,INFY,IT,RSI,sideways,3079,3173.48,33,3117.84,Greed,Overtrading,2995.59,3214.86,83.41,135.86,1.63,Medium,Yes,Win,3.07,10:48,78,12:06
523,2026-02-26,INFY,IT,BREAKOUT,Bullish,2448,2338.01,17,-1869.83,Confidence,No Mistake,2410.04,2565.41,37.96,117.41,3.09,High,Yes,Loss,-4.49,09:23,149,11:52
524,2026-02-28,ICICIBANK,Banking,BREAKOUT,Bearish,3465,3344.92,22,-2641.76,Greed,No Mistake,3368.88,3535.1,96.12,70.1,0.73,Medium,Yes,Loss,-3.47,14:54,173,17:47
525,2025-12-13,RELIANCE,Energy,RSI,Bullish,2390,2357.84,32,-1029.12,Fear,No Mistake,2328.42,2474.1,61.58,84.1,1.37,Medium,Yes,Loss,-1.35,14:41,54,15:35
526,2025-12-08,ICICIBANK,Banking,BREAKOUT,Bullish,3200,3350.68,96,14465.28,Confidence,No Mistake,3107.71,3278.45,92.29,78.45,0.85,Medium,Yes,Win,4.71,13:52,123,15:55
527,2025-12-20,ICICIBANK,Banking,BREAKOUT,Volatile,1561,1615.18,88,4767.84,Fear,Early Exit,1518.79,1611.86,42.21,50.86,1.2,Medium,Yes,Win,3.47,14:07,42,14:49
528,2026-04-07,ICICIBANK,Banking,MACD,sideways,3077,3226.54,56,8374.24,Confidence,No Mistake,2989.04,3244.58,87.96,167.58,1.91,Low,Yes,Win,4.86,11:05,97,12:42
529,2026-01-11,HDFCBANK,Banking,BREAKOUT,Bullish,3702,3755.77,54,2903.58,Confidence,No Mistake,3640.91,3859.03,61.09,157.03,2.57,High,Yes,Win,1.45,11:54,205,15:19
530,2025-12-26,ICICIBANK,Banking,RSI,sideways,2837,2772.67,82,-5275.06,Fear,No Mistake,2764.54,2955.57,72.46,118.57,1.64,Low,Yes,Loss,-2.27,11:48,174,14:42
531,2025-07-15,HDFCBANK,Banking,BREAKOUT,Volatile,2117,2155.11,75,2858.25,Confidence,No Mistake,2084.3,2194.73,32.7,77.73,2.38,Medium,Yes,Win,1.8,10:51,98,12:29
532,2025-07-28,TCS,IT,RSI,sideways,2871,2731.68,65,-9055.8,Confidence,No Mistake,2832.7,2953.29,38.3,82.29,2.15,High,Yes,Loss,-4.85,11:09,156,13:45
533,2026-04-02,HDFCBANK,Banking,MACD,Volatile,1189,1166.93,25,-551.75,Fear,Early Exit,1159.38,1242.33,29.62,53.33,1.8,High,Yes,Loss,-1.86,11:11,231,15:02
534,2025-09-20,ICICIBANK,Banking,RSI,Volatile,2527,2592.98,49,3233.02,Fear,Early Exit,2465.81,2652.07,61.19,125.07,2.04,High,No,Win,2.61,10:30,22,10:52
535,2025-10-04,RELIANCE,Energy,BREAKOUT,Volatile,1692,1641.95,10,-500.5,Fear,Early Exit,1670.98,1762.43,21.02,70.43,3.35,Low,No,Loss,-2.96,10:28,58,11:26
536,2025-07-03,INFY,IT,BREAKOUT,Bullish,4188,4185.31,31,-83.39,Greed,No Mistake,4131.74,4345.36,56.26,157.36,2.8,High,Yes,Loss,-0.06,10:11,220,13:51
537,2025-07-07,RELIANCE,Energy,RSI,sideways,2567,2613.89,59,2766.51,Confidence,No Mistake,2502.46,2627.93,64.54,60.93,0.94,High,Yes,Win,1.83,12:15,72,13:27
538,2026-03-30,ICICIBANK,Banking,RSI,sideways,4528,4418.0,97,-10670.0,Greed,Overtrading,4460.41,4631.08,67.59,103.08,1.53,Low,Yes,Loss,-2.43,10:33,62,11:35
539,2026-05-11,RELIANCE,Energy,RSI,sideways,3877,3861.41,44,-685.96,Confidence,No Mistake,3810.94,4073.22,66.06,196.22,2.97,Low,Yes,Loss,-0.4,13:50,222,17:32
540,2025-11-17,TCS,IT,MACD,Volatile,2475,2374.33,59,-5939.53,Fear,Early Exit,2428.07,2597.11,46.93,122.11,2.6,Medium,Yes,Loss,-4.07,12:08,5,12:13
541,2025-11-07,ICICIBANK,Banking,MACD,sideways,2251,2298.71,21,1001.91,Confidence,No Mistake,2188.15,2329.45,62.85,78.45,1.25,Medium,Yes,Win,2.12,11:55,188,15:03
542,2025-07-17,INFY,IT,MACD,Bullish,3895,3724.17,26,-4441.58,Fear,Early Exit,3827.17,4073.78,67.83,178.78,2.64,Medium,Yes,Loss,-4.39,13:50,23,14:13
543,2025-10-17,ICICIBANK,Banking,RSI,Bearish,3959,3833.47,71,-8912.63,Fear,Early Exit,3843.39,4194.94,115.61,235.94,2.04,High,No,Loss,-3.17,10:26,223,14:09
